region,state,lga,tier,count
North West,Kano,Rano,Tier 0,0
South West,Ogun,Remo North,Tier 0,0
North West,Katsina,Rimi,Tier 0,0
North West,Kano,Rimin Gado,Tier 0,0
North West,Jigawa,Ringim,Tier 0,2
North Central,Plateau,Riyom,Tier 0,6
North West,Kano,Rogo,Tier 0,0
North West,Jigawa,Roni,Tier 0,2
North West,Kaduna,Sabon Gari,Tier 0,0
South South,Bayelsa,Sagbama,Tier 0,6
North West,Kebbi,Sakaba,Tier 0,0
South West,Oyo,Saki East,Tier 0,0
South West,Oyo,Saki West,Tier 0,0
North West,Katsina,Sandamu,Tier 0,0
North West,Kaduna,Sanga,Tier 0,1
South South,Delta,Sapele,Tier 0,0
North East,Taraba,Sardauna,Tier 0,8
South West,Ogun,Shagamu,Tier 0,0
North West,Sokoto,Shagari,Tier 0,2
North West,Kebbi,Shanga,Tier 0,2
North East,Borno,Shani,Tier 0,0
North West,Kano,Shanono,Tier 0,0
North East,Adamawa,Shelleng,Tier 0,1
North Central,Plateau,Shendam,Tier 0,8
North East,Bauchi,Shira,Tier 0,0
North Central,Niger,Shiroro,Tier 0,0
North East,Gombe,Shongom,Tier 0,2
North West,Sokoto,Silame,Tier 0,9
North West,Kaduna,Soba,Tier 0,18
North West,Sokoto,Sokoto North,Tier 0,2
North West,Sokoto,Sokoto South,Tier 0,0
South West,Lagos,Somolu,Tier 0,0
North East,Adamawa,Song,Tier 0,0
South South,Bayelsa,Southern Ijaw,Tier 0,10
North West,Jigawa,Sule Tankarkar,Tier 0,0
North Central,Niger,Suleja,Tier 0,1
North West,Kano,Sumaila,Tier 0,0
North West,Kebbi,Suru,Tier 0,1
South West,Oyo,Surulere,Tier 0,0
North Central,Niger,Tafa,Tier 0,0
North East,Bauchi,Tafawa Balewa,Tier 0,0
South South,Rivers,Tai,Tier 0,0
North West,Kano,Takai,Tier 0,0
North East,Taraba,Takum,Tier 0,5
North West,Zamfara,Talata-Mafara,Tier 0,8
North West,Sokoto,Tambuwal,Tier 0,2
North West,Sokoto,Tangaza,Tier 0,7
North West,Kano,Tarauni,Tier 0,0
North Central,Benue,Tarka,Tier 0,0
North East,Yobe,Tarmuwa,Tier 0,2
North West,Jigawa,Taura,Tier 0,8
North West,Kano,Tofa,Tier 0,0
North East,Bauchi,Toro,Tier 0,0
North Central,Nasarawa,Toto,Tier 0,0
North East,Adamawa,Toungo,Tier 0,0
North West,Zamfara,Tsafe,Tier 0,6
North West,Kano,Tsanyawa,Tier 0,0
North West,Kano,Tudun Wada,Tier 0,0
South East,Enugu,Udenu,Tier 0,0
South East,Enugu,Udi,Tier 0,0
South South,Delta,Udu,Tier 0,0
South South,Akwa-Ibom,Udung-Uko,Tier 0,6
South South,Delta,Ughelli North,Tier 0,0
South South,Delta,Ughelli South,Tier 0,0
South East,Abia,Ugwunagbo,Tier 0,0
South South,Edo,Uhunmwonde,Tier 0,0
South South,Akwa-Ibom,Ukanafun,Tier 0,0
North Central,Benue,Ukum,Tier 0,1
South East,Abia,Ukwa East,Tier 0,0
South East,Abia,Ukwa West,Tier 0,0
South South,Delta,Ukwuani,Tier 0,0
South East,Abia,Umu Nneochi,Tier 0,12
South East,Abia,Umuahia North,Tier 0,0
South East,Abia,Umuahia South,Tier 0,0
North West,Kano,Ungogo,Tier 0,0
South South,Akwa-Ibom,Uruan,Tier 0,0
South South,Akwa-Ibom,Urue-Offong/Oruko,Tier 0,5
North Central,Benue,Ushongo,Tier 0,6
North East,Taraba,Ussa,Tier 0,8
South South,Delta,Uvwie,Tier 0,0
South South,Akwa-Ibom,Uyo,Tier 0,2
South East,Enugu,Uzo-Uwani,Tier 0,0
North Central,Benue,Vandeikya,Tier 0,0
North West,Sokoto,Wamakko,Tier 0,3
North Central,Nasarawa,Wamba,Tier 0,0
North West,Kano,Warawa,Tier 0,0
North East,Bauchi,Warji,Tier 0,0
South South,Delta,Warri North,Tier 0,0
South South,Delta,Warri South,Tier 0,0
South South,Delta,Warri South West,Tier 0,4
North Central,Plateau,Wase,Tier 0,6
North West,Kano,Wudil,Tier 0,0
North East,Taraba,Wukari,Tier 0,0
North West,Sokoto,Wurno,Tier 0,2
North Central,Niger,Wushishi,Tier 0,10
North West,Sokoto,Yabo,Tier 0,2
North Central,Kogi,Yagba East,Tier 0,0
North Central,Kogi,Yagba West,Tier 0,0
South South,Cross-River,Yakurr,Tier 0,0
South South,Cross-River,Yala,Tier 0,0
North East,Gombe,Yamaltu/Deba,Tier 0,0
North West,Jigawa,Yankwashi,Tier 0,4
North West,Kebbi,Yauri,Tier 0,0
South South,Bayelsa,Yenagoa,Tier 0,5
South West,Ogun,Yewa North,Tier 0,0
South West,Ogun,Yewa South,Tier 0,0
North East,Adamawa,Yola North,Tier 0,0
North East,Adamawa,Yola South,Tier 0,0
North East,Taraba,Yorro,Tier 0,5
North East,Yobe,Yunusari,Tier 0,1
North East,Yobe,Yusufari,Tier 0,0
North East,Bauchi,Zaki,Tier 0,0
North West,Katsina,Zango,Tier 0,2
North West,Kaduna,Zangon Kataf,Tier 0,1
North West,Kaduna,Zaria,Tier 0,1
North East,Taraba,Zing,Tier 0,5
North West,Zamfara,Zurmi,Tier 0,4
North West,Kebbi,Zuru,Tier 0,0
North Central,Nasarawa,keana,Tier 0,1
North Central,Kogi,ogori/magongo,Tier 0,0
South East,Abia,Aba North,Tier 1,0
South East,Abia,Aba South,Tier 1,0
North Central,FCT/Abuja,Abaji,Tier 1,0
South South,Akwa-Ibom,Abak,Tier 1,0
South South,Ebonyi,Abakaliki,Tier 1,0
South West,Ogun,Abeokuta North,Tier 1,0
South West,Ogun,Abeokuta South,Tier 1,0
South South,Cross-River,Abi,Tier 1,0
South East,Imo,Aboh Mbaise,Tier 1,0
South South,Rivers,Abua-Odual,Tier 1,0
North Central,FCT/Abuja,Abuja Municipal Area Council,Tier 1,0
North Central,Kogi,Adavi,Tier 1,0
North Central,Benue,Ado,Tier 1,0
South West,Ekiti,Ado Ekiti,Tier 1,0
South West,Ogun,Ado-Odo/Ota,Tier 1,0
South West,Oyo,Afijio,Tier 1,0
South South,Ebonyi,Afikpo,Tier 1,0
North Central,Niger,Agaie,Tier 1,0
North Central,Benue,Agatu,Tier 1,3
South West,Lagos,Agege,Tier 1,0
South East,Anambra,Aguata,Tier 1,0
South East,Imo,Ahiazu Mbaise,Tier 1,0
South South,Rivers,Ahoada East,Tier 1,0
South South,Rivers,Ahoada West,Tier 1,0
South West,Osun,Aiyedaade,Tier 1,0
South West,Osun,Aiyedire,Tier 1,0
North Central,Kogi,Ajaokuta,Tier 1,0
South West,Lagos,Ajeromi-Ifelodun,Tier 1,0
North West,Kano,Ajingi,Tier 1,0
South South,Cross-River,Akamkpa,Tier 1,2
South West,Oyo,Akinyele,Tier 1,0
North East,Gombe,Akko,Tier 1,0
South West,Ondo,Akoko North-East,Tier 1,0
South West,Ondo,Akoko North-West,Tier 1,0
South West,Ondo,Akoko South-East,Tier 1,0
South West,Ondo,Akoko South-West,Tier 1,0
South South,Edo,Akoko-Edo,Tier 1,0
South South,Cross-River,Akpabuyo,Tier 1,0
South South,Rivers,Akuku Toru,Tier 1,1
South West,Ondo,Akure North,Tier 1,0
South West,Ondo,Akure South,Tier 1,0
North Central,Nasarawa,Akwanga,Tier 1,0
North West,Kano,Albasu,Tier 1,0
North West,Kebbi,Aleiro,Tier 1,0
South West,Lagos,Alimosho,Tier 1,0
North East,Bauchi,Alkaleri,Tier 1,0
South West,Lagos,Amuwo-Odofin,Tier 1,0
South East,Anambra,Anambra East,Tier 1,0
South East,Anambra,Anambra West,Tier 1,0
South East,Anambra,Anaocha,Tier 1,0
South South,Rivers,Andoni,Tier 1,0
South East,Enugu,Aninri,Tier 1,0
South South,Delta,Aniocha North,Tier 1,0
South South,Delta,Aniocha South,Tier 1,0
North Central,Kogi,Ankpa,Tier 1,0
North Central,Benue,Apa,Tier 1,0
South West,Lagos,Apapa,Tier 1,0
North East,Taraba,Ardo Kola,Tier 1,0
North West,Kebbi,Arewa,Tier 1,0
North West,Kebbi,Argungu,Tier 1,0
South East,Abia,Arochukwu,Tier 1,0
North Central,Kwara,Asa,Tier 1,0
South South,Rivers,Asari Toru,Tier 1,11
North East,Borno,Askira/Uba,Tier 1,0
South West,Osun,Atakunmosa East,Tier 1,0
South West,Osun,Atakunmosa West,Tier 1,0
South West,Oyo,Atiba,Tier 1,0
South West,Oyo,Atisbo,Tier 1,0
North West,Kebbi,Augie,Tier 1,0
North West,Jigawa,Auyo,Tier 1,1
North Central,Nasarawa,Awe,Tier 1,2
South East,Enugu,Awgu,Tier 1,0
South East,Anambra,Awka North,Tier 1,0
South East,Anambra,Awka South,Tier 1,0
South East,Anambra,Ayamelum,Tier 1,0
North West,Jigawa,Babura,Tier 1,0
South West,Lagos,Badagry,Tier 1,0
North East,Yobe,Bade,Tier 1,0
North West,Kebbi,Bagudo,Tier 1,0
North West,Kano,Bagwai,Tier 1,0
South South,Cross-River,Bakassi,Tier 1,3
North West,Katsina,Bakori,Tier 1,0
North West,Zamfara,Bakuka,Tier 1,0
North East,Gombe,Balanga,Tier 1,0
North East,Taraba,Bali,Tier 1,0
North East,Borno,Bama,Tier 1,0
North Central,Plateau,Barkin Ladi,Tier 1,0
North Central,Plateau,Bassa,Tier 1,1
North West,Katsina,Batagarawa,Tier 1,1
North East,Bauchi,Bauchi,Tier 1,1
North West,Katsina,Baure,Tier 1,0
North East,Borno,Bayo,Tier 1,0
North West,Kano,Bebeji,Tier 1,0
South South,Cross-River,Bekwarra,Tier 1,6
South East,Abia,Bende,Tier 1,1
South South,Cross-River,Biase,Tier 1,0
North West,Kano,Bichi,Tier 1,0
North Central,Niger,Bida,Tier 1,0
North East,Gombe,Billiri,Tier 1,0
North West,Katsina,Bindawa,Tier 1,0
North West,Sokoto,Binji,Tier 1,0
North West,Kebbi,Birnin Kebbi,Tier 1,0
North West,Jigawa,Birnin Kudu,Tier 1,0
North West,Zamfara,Birnin Magaji/Kiyaw,Tier 1,0
North West,Jigawa,Birniwa,Tier 1,1
North East,Borno,Biu,Tier 1,0
North West,Sokoto,Bodinga,Tier 1,1
North East,Bauchi,Bogoro,Tier 1,0
South South,Cross-River,Boki,Tier 1,2
North Central,Plateau,Bokkos,Tier 1,0
South West,Osun,Boluwaduro,Tier 1,0
South South,Delta,Bomadi,Tier 1,0
South South,Rivers,Bonny,Tier 1,0
North Central,Niger,Borgu,Tier 1,0
South West,Osun,Boripe,Tier 1,0
North Central,Niger,Bosso,Tier 1,1
South South,Bayelsa,Brass,Tier 1,2
North West,Jigawa,Buji,Tier 1,1
North West,Zamfara,Bukkuyum,Tier 1,0
North West,Zamfara,Bungudu,Tier 1,1
North West,Kano,Bunkure,Tier 1,0
North West,Kebbi,Bunza,Tier 1,0
North East,Yobe,Bursari,Tier 1,0
North Central,Benue,Buruku,Tier 1,0
South South,Delta,Burutu,Tier 1,0
North Central,FCT/Abuja,Bwari,Tier 1,0
South South,Cross-River,Calabar Municipal,Tier 1,0
South South,Cross-River,Calabar South,Tier 1,0
North Central,Niger,Chanchaga,Tier 1,0
North West,Katsina,Charanchi,Tier 1,1
North East,Borno,Chibok,Tier 1,1
North West,Kaduna,Chikun,Tier 1,0
North West,Kano,Dala,Tier 1,0
North East,Yobe,Damaturu,Tier 1,0
North East,Bauchi,Damban,Tier 1,0
North West,Kano,Dambatta,Tier 1,0
North East,Borno,Damboa,Tier 1,0
North West,Katsina,Dan Musa,Tier 1,0
North West,Kebbi,Dandi,Tier 1,0
North West,Sokoto,Dange Shuni,Tier 1,0
North West,Katsina,Danja,Tier 1,0
North West,Kebbi,Danko wasagu,Tier 1,0
North East,Bauchi,Darazo,Tier 1,0
North East,Bauchi,Dass,Tier 1,0
North West,Katsina,Daura,Tier 1,0
North West,Kano,Dawakin Kudu,Tier 1,0
North West,Kano,Dawakin Tofa,Tier 1,1
South South,Rivers,Degema,Tier 1,12
North Central,Kogi,Dekina,Tier 1,0
North East,Adamawa,Demsa,Tier 1,0
North East,Borno,Dikwa,Tier 1,0
North West,Kano,Doguwa,Tier 1,3
North Central,Nasarawa,Doma,Tier 1,0
North East,Taraba,Donga,Tier 1,1
North East,Gombe,Dukku,Tier 1,0
South East,Anambra,Dunukofia,Tier 1,0
North West,Jigawa,Dutse,Tier 1,0
North West,Katsina,Dutsi,Tier 1,0
North West,Katsina,Dutsin Ma,Tier 1,0
South South,Akwa-Ibom,Eastern Obolo,Tier 1,0
South South,Ebonyi,Ebonyi,Tier 1,0
North Central,Niger,Edati,Tier 1,0
South South,Ebonyi,Edda,Tier 1,0
South West,Osun,Ede North,Tier 1,0
South West,Osun,Ede South,Tier 1,0
South West,Ekiti,Efon,Tier 1,4
South West,Oyo,Egbeda,Tier 1,1
South West,Osun,Egbedore,Tier 1,0
South South,Edo,Egor,Tier 1,0
South East,Imo,Ehime Mbano,Tier 1,0
South West,Osun,Ejigbo,Tier 1,0
South South,Bayelsa,Ekeremor,Tier 1,0
South South,Akwa-Ibom,Eket,Tier 1,1
North Central,Kwara,Ekiti,Tier 1,0
South West,Ekiti,Ekiti East,Tier 1,0
South West,Ekiti,Ekiti South-West,Tier 1,6
South West,Ekiti,Ekiti West,Tier 1,1
South East,Anambra,Ekwusigo,Tier 1,0
South South,Rivers,Eleme,Tier 1,0
South South,Rivers,Emohua,Tier 1,0
South West,Ekiti,Emure,Tier 1,0
South East,Enugu,Enugu East,Tier 1,0
South East,Enugu,Enugu North,Tier 1,0
South East,Enugu,Enugu South,Tier 1,0
South West,Lagos,Epe,Tier 1,0
South South,Edo,Esan Central,Tier 1,0
South South,Edo,Esan North-East,Tier 1,0
South South,Edo,Esan South-East,Tier 1,0
South South,Edo,Esan West,Tier 1,0
South West,Ondo,Ese Odo,Tier 1,0
South South,Akwa-Ibom,Esit Eket,Tier 1,0
South South,Akwa-Ibom,Essien Udim,Tier 1,0
South South,Rivers,Etche,Tier 1,0
South South,Delta,Ethiope East,Tier 1,0
South South,Delta,Ethiope West,Tier 1,0
South West,Lagos,Eti-Osa,Tier 1,0
South South,Akwa-Ibom,Etim Ekpo,Tier 1,0
South South,Akwa-Ibom,Etinan,Tier 1,0
South South,Edo,Etsako Central,Tier 1,0
South South,Edo,Etsako East,Tier 1,0
South South,Edo,Etsako West,Tier 1,0
South South,Cross-River,Etung,Tier 1,1
South West,Ogun,Ewekoro,Tier 1,0
South East,Enugu,Ezeagu,Tier 1,0
South East,Imo,Ezinihitte,Tier 1,0
South South,Ebonyi,Ezza North,Tier 1,0
South South,Ebonyi,Ezza South,Tier 1,0
North West,Kano,Fagge,Tier 1,0
North West,Kebbi,Fakai,Tier 1,4
North East,Yobe,Fika,Tier 1,0
North East,Adamawa,Fufure,Tier 1,0
North East,Gombe,Funakaye,Tier 1,2
North East,Yobe,Fune,Tier 1,0
North West,Katsina,Funtua,Tier 1,0
North West,Kano,Gabasawa,Tier 1,0
North West,Sokoto,Gada,Tier 1,0
North West,Jigawa,Gagarawa,Tier 1,0
North East,Bauchi,Gamawa,Tier 1,0
North East,Bauchi,Ganjuwa,Tier 1,0
North East,Adamawa,Ganye,Tier 1,0
North West,Jigawa,Garki,Tier 1,0
North West,Kano,Garko,Tier 1,0
North West,Kano,Garun Mallam,Tier 1,0
North East,Taraba,Gashaka,Tier 1,0
North East,Taraba,Gassol,Tier 1,0
North West,Kano,Gaya,Tier 1,0
North Central,Niger,Gbako,Tier 1,0
North Central,Benue,Gboko,Tier 1,0
South West,Ekiti,Gbonyin,Tier 1,0
